식품코드,식품대분류,식품상세분류,1회제공량(g),에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍),레티놀(㎍),베타카로틴(㎍),비타민 D3(㎍),토코페롤(㎎),토코트리에놀(㎎),비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),엽산(DFE)(㎍),비타민 B12(㎍),비타민 C(㎎),총 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),콜레스테롤(㎎),총 포화 지방산(g),부티르산(4:0)(g),카프로산(6:0)(g),카프릴산(8:0)(g),카프르산(10:0)(g),라우르산(12:0)(g),미리스트산(14:0)(g),팔미트산(16:0)(g),스테아르산(18:0)(g),아라키드산(20:0)(g),미리스톨레산(14:1)(g),팔미톨레산(16:1)(g),올레산(18:1(n-9))(g),박센산(18:1(n-7))(g),가돌레산(20:1)(g),리놀레산(18:2(n-6)c)(g),알파 리놀렌산(18:3(n-3))(g),감마 리놀렌산(18:3(n-6))(g),에이코사디에노산(20:2(n-6))(g),에이코사트리에노산(20:3(n-6))(g),아라키돈산(20:4(n-6))(g),에이코사펜타에노산(20:5(n-3))(g),도코사펜타에노산(22:5(n-3))(g),도코사헥사에노산(22:6(n-3))(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 리놀레산 (18:2t)(g),트랜스 리놀레산(18:3t)(g),회분(g),성분표출처,발행기관
D018457,죽 및 스프류,죽류,400.0,177.0,356.7,10.7,2.3,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,16.89,421.89,18.2,110.31,164.38,467.19,1111.26,160.52,269.69,5.41,4.66,0.0,0,1.38,0.1,0.28,0.17,11.47,44.38,0.29,0.0,9098.92,420.3,754.99,715.23,227.68,431.42,394.87,507.57,217.7,790.23,471.03,46.18,511.0,844.52,1472.47,464.51,392.67,436.55,29.78,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.2,1.7,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,식약처 영양실태조사('20),식품의약품안전처
D018458,죽 및 스프류,죽류,400.0,244.0,337.3,8.6,0.9,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,12.86,0.36,12.43,73.07,85.77,1063.88,1.76,0.22,0.38,5.02,0.0,0.0,0,0.75,0.22,0.24,0.05,0.0,9.77,0.0,0.0,8492.86,390.53,718.95,623.32,178.06,411.54,374.21,496.72,231.04,736.95,334.36,85.91,484.96,791.04,1469.75,396.16,369.09,400.24,8.12,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,1.3,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,식약처 영양실태조사('20),식품의약품안전처
D018459,죽 및 스프류,스프류,100.0,105.0,81.6,2.4,7.0,8.1,2.5,0.1,0.2,0.2,1.4,0.7,1.6,41.38,139.09,10.34,78.56,224.01,169.54,294.53,98.85,74.49,8.84,76.7,9.43,0,0.64,0.01,0.06,0.23,0.22,11.75,0.0,0.0,2151.09,93.85,182.96,135.09,37.98,101.99,94.82,116.16,39.67,81.02,81.12,9.23,85.73,180.7,535.02,63.34,193.21,119.2,17.01,3.9,0.1,0.1,0.1,0.2,0.2,0.7,1.9,0.7,0.0,0.1,0.1,1.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,식약처 영양실태조사('20),식품의약품안전처
D018460,죽 및 스프류,죽류,400.0,618.0,268.6,30.0,19.9,79.8,0.0,0.0,0.0,0.0,0.0,0.0,6.9,45.19,3.21,37.47,267.17,340.39,248.38,6.41,0.45,0.92,29.45,50.4,0.0,0,0.96,0.33,0.36,0.42,22.96,35.39,2.69,0.45,27737.32,1001.49,2221.51,2048.27,597.94,1239.66,1257.23,1223.49,713.29,2081.51,757.18,485.57,1881.06,2798.9,4622.91,1905.61,1459.22,1442.46,144.26,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.0,0.0,0.0,0.5,6.4,0.1,0.0,2.7,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.7,식약처 영양실태조사('20),식품의약품안전처
D018461,죽 및 스프류,죽류,400.0,317.0,337.5,7.3,14.9,38.5,0.0,0.0,0.0,0.0,0.0,0.0,6.2,9.54,0.51,14.89,54.58,81.51,631.68,0.77,0.09,0.35,39.18,0.0,0.0,0,2.46,0.0,0.0,0.11,0.69,251.33,0.0,16.83,5037.72,174.81,440.31,212.39,103.3,292.85,201.42,182.92,82.83,382.83,247.99,113.13,309.1,490.51,981.34,355.32,178.0,288.66,34.49,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.4,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,식약처 영양실태조사('20),식품의약품안전처
D018462,죽 및 스프류,죽류,400.0,173.0,356.6,6.7,2.8,30.5,0.7,0.4,0.0,0.3,0.0,0.0,6.1,35.13,801.37,29.09,77.86,686.02,894.77,773.74,186.8,335.64,33.71,0.0,214.51,0,1.7,0.07,0.65,0.49,5.12,45.5,0.88,2.36,3406.8,241.29,302.4,165.84,43.98,239.91,180.05,174.15,82.62,210.9,224.14,14.57,256.84,351.19,455.6,129.37,147.77,186.19,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,1.5,0.0,0.0,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,식약처 영양실태조사('20),식품의약품안전처
D018463,죽 및 스프류,죽류,400.0,324.0,317.2,12.7,0.8,66.6,0.1,0.0,0.0,0.1,0.0,0.0,8.3,39.95,4.53,52.46,169.12,454.93,508.72,2.32,0.4,0.99,8.09,0.0,0.0,0,6.8,0.12,1.86,0.09,0.18,70.42,0.0,21.42,9083.87,439.14,882.59,635.86,3.57,556.34,377.61,508.09,255.4,698.38,235.87,83.32,454.06,989.86,1744.89,388.52,245.7,584.68,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,식약처 영양실태조사('20),식품의약품안전처
D018464,죽 및 스프류,죽류,400.0,197.0,356.1,7.7,6.8,26.3,14.2,10.3,2.0,1.9,0.0,0.0,10.4,45.87,1.03,39.6,179.51,1338.78,167.39,1.13,0.26,0.37,5.54,0.0,1837.72,0,5.15,0.02,0.51,0.23,1.93,139.46,0.0,6.34,5535.45,206.97,389.51,336.91,63.4,295.01,207.75,277.74,127.67,358.97,190.47,23.03,247.06,955.42,1121.13,203.52,223.49,307.39,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,식약처 영양실태조사('20),식품의약품안전처
D018465,죽 및 스프류,죽류,400.0,245.0,359.7,4.4,18.9,14.6,3.0,3.0,0.0,0.0,0.0,0.0,2.8,138.75,1.44,49.42,97.65,82.68,635.84,1.15,0.19,0.92,4.94,0.0,0.0,0,2.07,0.0,0.0,0.11,0.7,22.31,0.0,0.0,4119.74,149.85,308.28,130.94,94.06,190.33,156.01,216.3,77.77,689.64,156.99,60.34,206.67,340.58,787.37,183.49,165.49,205.63,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.0,0.0,0.0,2.9,0.1,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,2.4,식약처 영양실태조사('20),식품의약품안전처
D018466,찌개 및 전골류,어패류찌개.전골,250.0,94.0,227.6,13.2,2.5,4.9,2.4,0.2,0.9,1.3,0.0,0.0,2.1,26.15,0.58,33.51,152.18,443.47,228.68,0.52,0.05,0.18,28.95,5.31,260.97,0,1.51,0.0,0.0,0.15,0.12,37.47,0.85,6.31,12172.31,539.49,939.87,1205.27,341.23,495.65,598.19,620.34,278.85,911.95,432.34,83.71,764.59,1290.79,1858.77,787.0,497.21,527.06,37.61,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.1,0.4,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.0,0.0,0.0,1.9,식약처 영양실태조사('20),식품의약품안전처
D018467,찌개 및 전골류,육류찌개.전골,530.0,375.0,456.8,33.4,21.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,202.2,5.61,54.42,229.78,519.0,1739.85,3.64,1.84,0.55,56.17,5.5,2017.17,0,4.47,0.0,0.87,0.05,40.2,45.18,0.45,12.43,34317.99,1265.53,2511.14,2587.77,564.11,1339.36,1448.47,1689.85,770.07,2561.56,1004.3,156.38,2105.52,2863.16,7153.07,2907.19,1994.44,1396.07,204.22,6.1,0.0,0.0,0.0,0.0,0.0,0.2,3.7,2.1,0.0,0.0,0.4,6.2,0.5,0.1,2.3,0.6,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.2,식약처 영양실태조사('20),식품의약품안전처
D018468,찌개 및 전골류,채소류찌개.전골,270.0,197.0,230.9,8.4,11.4,15.3,2.1,0.0,0.8,1.3,0.0,0.0,4.3,55.65,1.75,50.18,138.5,544.6,808.04,1.78,0.19,0.29,4.84,0.0,153.63,0,3.69,0.02,1.39,0.51,0.0,3.94,0.38,0.9,7763.11,326.89,663.0,663.21,45.14,308.99,348.18,336.81,227.67,559.81,177.73,65.03,510.88,872.92,1482.62,444.74,379.72,349.77,20.07,1.8,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.5,0.0,0.0,0.1,2.1,0.2,0.0,1.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,식약처 영양실태조사('20),식품의약품안전처
D018469,찌개 및 전골류,어패류찌개.전골,270.0,241.0,224.0,19.3,14.0,9.6,1.9,0.7,0.7,0.5,0.0,0.0,7.1,135.45,1.25,51.22,259.47,612.24,672.52,1.19,0.19,0.43,41.51,17.05,404.18,4.34,2.91,0.08,0.27,0.36,0.0,75.9,6.74,0.0,17568.51,763.52,1320.83,1560.06,447.85,714.43,812.92,929.14,1058.73,1373.89,573.55,110.94,1010.16,1829.41,2722.28,946.07,637.16,757.57,65.48,2.5,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.2,0.0,0.0,0.3,0.5,0.1,0.5,0.4,0.2,0.0,0.0,0.0,0.0,0.8,0.2,1.6,2.0,0.0,0.0,1.9,3.2,식약처 영양실태조사('20),식품의약품안전처
D018470,찌개 및 전골류,어패류찌개.전골,600.0,101.0,572.9,11.1,2.5,8.6,5.7,0.6,2.4,2.7,0.0,0.0,4.9,139.66,2627.25,63.04,151.21,592.89,1639.04,1691.17,784.65,370.65,76.32,0.0,82.06,0,4.43,0.03,0.33,0.27,35.3,38.72,1.51,27.34,7935.5,290.35,540.57,552.25,144.55,334.95,285.31,369.52,120.3,1209.59,290.44,35.3,427.7,830.18,1339.36,437.98,395.73,331.42,15.67,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,식약처 영양실태조사('20),식품의약품안전처
D018471,찌개 및 전골류,어패류찌개.전골,300.0,153.0,261.0,19.5,3.4,11.2,0.0,0.0,0.0,0.0,0.0,0.0,4.6,30.61,1.96,36.47,204.71,493.79,1452.71,5.61,0.55,0.31,66.54,0.0,156.94,0,1.44,0.0,0.0,0.2,27.91,26.34,2.32,2.54,17866.55,666.67,1425.93,1454.82,439.83,684.22,881.27,728.56,519.17,1286.87,463.93,131.33,1157.41,2005.41,3013.22,1251.94,847.44,908.53,154.31,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.3,0.0,0.0,0.2,1.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,4.9,식약처 영양실태조사('20),식품의약품안전처
D018472,찌개 및 전골류,육류찌개.전골,600.0,423.0,523.2,34.9,27.1,10.1,0.3,0.1,0.0,0.2,0.0,0.0,11.5,57.86,6.31,63.39,306.55,467.89,1294.79,2.86,0.15,0.75,72.6,7.03,1881.36,0,3.68,0.0,0.53,0.44,0.0,45.62,1.47,45.98,29599.98,1007.36,2189.34,1977.33,558.36,1240.38,1335.14,1566.45,652.03,2208.3,907.64,216.35,1935.49,2452.78,5034.05,3026.83,1891.49,1400.67,383.31,10.7,0.0,0.0,0.0,0.0,0.0,0.4,6.0,4.2,0.1,0.0,0.4,7.2,0.5,0.1,2.7,0.4,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.7,식약처 영양실태조사('20),식품의약품안전처
D018473,찌개 및 전골류,채소류찌개.전골,350.0,66.0,332.3,4.1,1.1,10.2,1.9,0.0,1.2,0.3,0.0,0.4,4.4,98.0,2.76,38.29,86.46,385.78,607.51,0.61,0.11,0.47,8.7,0.0,475.79,0,2.3,0.01,0.02,0.2,13.04,97.36,0.19,0.0,3767.31,133.01,262.39,197.38,0.48,160.55,166.25,174.26,94.48,284.99,147.93,244.21,186.78,356.41,767.67,168.14,195.7,226.68,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,식약처 영양실태조사('20),식품의약품안전처
D018474,찌개 및 전골류,채소류찌개.전골,350.0,122.0,316.1,11.1,2.8,13.3,1.4,0.0,1.4,0.0,0.0,0.0,5.5,76.69,2.99,78.13,221.81,757.65,1996.48,1.46,0.58,1.37,45.31,0.0,186.18,0,5.37,0.04,0.02,0.19,45.42,38.25,4.95,94.97,10361.01,439.28,819.8,611.33,172.13,503.02,411.89,484.73,216.89,703.57,323.85,317.96,522.51,1105.14,2165.83,452.1,572.94,538.04,7.73,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.8,0.1,0.0,2.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,식약처 영양실태조사('20),식품의약품안전처
D018475,찌개 및 전골류,육류찌개.전골,300.0,332.0,224.1,35.7,9.6,25.6,1.3,0.1,0.0,0.3,0.0,0.8,4.4,58.51,1924.91,70.56,313.93,981.98,1129.49,1657.69,283.02,576.8,37.99,13.68,902.03,0,5.14,0.0,0.0,0.86,7.68,60.84,0.52,1.99,28369.48,1128.42,2538.03,2702.26,452.29,1362.2,1365.33,1123.22,879.27,1859.61,735.73,44.59,1908.22,3437.09,5172.13,1696.99,951.56,1012.55,127.32,3.6,0.0,0.0,0.0,0.0,0.0,0.1,2.7,0.7,0.0,0.0,0.7,4.4,0.3,0.0,1.6,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,5.0,식약처 영양실태조사('20),식품의약품안전처
D018476,찌개 및 전골류,어패류찌개.전골,600.0,134.0,563.2,27.0,2.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,5.7,304.35,1023.97,60.03,419.26,623.93,1500.45,789.73,108.05,1060.06,54.22,0.0,214.82,0,4.46,0.0,0.51,0.23,1.26,48.5,3.58,12.01,25745.11,1000.78,1986.24,2431.52,544.59,1082.89,1233.4,1174.16,1489.49,730.94,873.27,79.8,1709.96,2961.91,4475.51,1584.47,1075.31,1310.87,115.22,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.1,0.0,0.0,0.1,0.6,0.1,0.1,0.8,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,6.3,식약처 영양실태조사('20),식품의약품안전처
D018477,찌개 및 전골류,어패류찌개.전골,200.0,87.0,179.1,12.2,2.7,3.4,0.3,0.0,0.0,0.3,0.0,0.0,3.6,66.58,0.91,42.21,174.51,348.38,546.61,1.16,0.04,0.29,22.47,0.0,70.9,0,2.96,0.0,0.33,3.83,1.76,16.65,2.35,0.0,11457.12,480.71,905.15,978.05,295.22,487.87,538.11,509.9,254.75,765.56,382.42,122.83,718.76,1220.84,2152.69,650.38,391.85,602.05,53.35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,2.5,식약처 영양실태조사('20),식품의약품안전처
D018478,찌개 및 전골류,육류찌개.전골,200.0,90.0,182.1,8.5,5.4,2.1,0.1,0.0,0.0,0.1,0.0,0.0,3.0,23.66,0.98,28.46,117.14,298.75,413.53,1.13,0.08,0.29,10.82,0.0,42.97,0,3.16,0.0,0.24,4.71,0.0,10.18,0.0,0.0,7049.81,309.16,562.8,558.47,33.72,318.66,344.53,333.03,255.45,496.43,245.68,66.16,404.66,767.81,1408.5,314.4,263.92,366.43,14.22,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,1.3,0.1,0.0,1.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,식약처 영양실태조사('20),식품의약품안전처
D018479,찌개 및 전골류,육류찌개.전골,300.0,143.0,266.6,18.8,4.5,6.8,0.4,0.0,0.2,0.1,0.0,0.0,4.0,47.5,1.3,52.98,168.2,468.43,764.62,1.49,0.1,0.34,9.25,0.0,98.93,0,1.92,0.03,0.23,0.17,0.0,37.91,0.2,0.0,16181.18,565.39,1329.51,1417.72,280.47,626.1,771.39,602.81,615.3,1176.49,412.03,88.12,1058.84,1805.82,2863.62,965.47,808.0,794.13,32.84,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,식약처 영양실태조사('20),식품의약품안전처
D018480,찌개 및 전골류,채소류찌개.전골,200.0,91.0,178.6,6.8,3.3,8.9,0.0,0.0,0.0,0.0,0.0,0.0,3.2,41.3,1.4,49.59,110.39,301.37,635.98,0.34,0.23,0.55,10.52,0.0,119.07,0,3.75,0.0,0.98,0.06,0.0,18.99,0.0,0.0,6538.66,271.28,493.87,412.45,66.72,343.19,240.16,327.46,136.57,632.61,270.66,62.59,260.18,748.93,1354.98,262.86,313.61,340.55,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.7,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,식약처 영양실태조사('20),식품의약품안전처
D018481,찌개 및 전골류,채소류찌개.전골,500.0,261.0,445.6,20.0,13.1,15.9,4.0,0.0,2.8,1.2,0.0,0.0,2.8,117.06,3088.73,205.52,370.92,1108.26,905.92,2391.84,477.08,1659.39,96.29,0.0,399.54,0,13.3,0.38,0.0,0.3,8.49,80.42,0.87,3.25,18342.86,848.29,1472.41,1195.39,216.74,961.73,717.24,873.71,408.86,1362.02,698.15,108.81,770.21,2318.6,3660.81,733.55,967.32,1029.02,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.3,0.0,0.0,0.0,2.1,0.2,0.0,5.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,식약처 영양실태조사('20),식품의약품안전처
D018482,찌개 및 전골류,채소류찌개.전골,270.0,110.0,244.8,8.8,5.3,6.9,2.7,0.3,1.8,0.6,0.0,0.0,2.4,60.43,2,72.44,162.21,482.87,1291.51,1.41,0.73,0.91,25.88,0.0,4.42,0,4.09,0.04,0.66,0.13,0.0,29.83,0.0,0.0,8722.65,378.95,647.93,527.51,104.9,437.94,356.81,412.44,186.74,766.31,327.09,72.77,386.5,929.12,1844.01,426.92,469.3,447.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,1.3,0.1,0.0,2.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,식약처 영양실태조사('20),식품의약품안전처
D018483,찌개 및 전골류,육류찌개.전골,280.0,162.0,241.6,12.8,4.0,18.9,0.5,0.0,0.2,0.1,0.0,0.2,5.2,33.15,1.99,61.71,160.5,461.78,546.92,1.82,0.27,0.46,8.32,0.0,410.01,0,4.44,0.06,0.15,0.26,0.0,46.57,0.21,0.0,11376.69,407.69,941.21,911.37,178.56,499.26,534.62,449.86,316.69,759.6,317.73,80.21,700.36,1366.11,2148.61,562.84,605.07,596.88,18.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.8,0.1,0.0,1.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,식약처 영양실태조사('20),식품의약품안전처
D018484,찌개 및 전골류,채소류찌개.전골,350.0,189.0,304.0,17.6,4.3,20.1,6.0,1.5,2.9,1.7,0.0,0.0,5.7,49.74,2.4,86.59,245.31,1121.11,688.66,2.98,0.41,0.81,28.34,0.0,100.59,0,3.11,0.0,0.82,0.31,1.54,25.22,0.41,0.04,14964.22,641.26,1150.4,1167.41,270.14,678.54,705.0,739.98,447.18,1130.66,504.44,95.12,691.5,1829.15,2799.56,726.46,674.54,712.88,19.43,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,식약처 영양실태조사('20),식품의약품안전처
D018485,찌개 및 전골류,채소류찌개.전골,350.0,104.0,325.9,13.6,3.2,5.5,1.8,0.0,0.2,0.1,0.0,1.6,4.7,8.82,1.07,8.27,66.1,149.79,177.59,2.1,0.13,0.06,3.2,0.0,185.32,0,0.67,0.03,0.0,0.51,6.52,1.91,1.2,0.0,11241.95,470.64,963.81,1044.76,267.2,468.02,543.34,545.22,317.44,751.42,296.93,62.74,742.53,1191.73,1983.63,601.42,486.01,505.11,26.41,2.2,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.8,0.0,0.0,0.1,1.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.9,식약처 영양실태조사('20),식품의약품안전처
D018486,찌개 및 전골류,채소류찌개.전골,300.0,233.0,253.9,15.4,12.7,14.3,3.5,0.4,0.2,1.7,0.0,1.2,8.6,29.2,3.1,29.91,152.93,385.83,439.29,6.59,0.15,0.23,8.99,0.0,154.63,0,1.16,0.03,0.0,0.54,0.0,5.71,1.44,2.42,13822.54,614.3,1209.49,1272.16,216.16,581.2,694.68,686.76,435.21,868.48,329.68,73.3,913.34,1489.73,2557.87,673.08,559.53,647.58,36.99,2.9,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.7,0.0,0.1,0.4,3.6,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,3.5,식약처 영양실태조사('20),식품의약품안전처
D018487,찌개 및 전골류,육류찌개.전골,600.0,737.0,457.4,35.2,38.9,61.6,1.1,0.0,0.0,0.2,0.0,0.8,13.9,122.99,3.8,133.28,514.31,1021.31,1435.59,3.4,0.27,1.19,37.09,11.0,451.23,0,7.59,0.0,0.0,1.2,0.0,31.92,1.27,2.87,28949.2,1463.59,2326.29,2283.27,443.88,1429.79,1270.68,1607.24,932.4,1943.89,828.58,290.05,1672.37,2977.04,5477.45,1613.31,1025.31,1364.07,66.31,10.1,0.0,0.0,0.0,0.0,0.0,0.4,6.7,2.8,0.1,0.0,0.5,11.2,0.8,0.3,5.6,0.5,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.1,0.1,0.0,6.9,식약처 영양실태조사('20),식품의약품안전처
D018488,찌개 및 전골류,육류찌개.전골,600.0,259.0,542.9,32.3,9.7,10.8,8.9,1.5,1.3,4.4,0.0,1.7,7.4,75.02,3433.71,88.9,398.39,1325.81,577.83,6330.86,465.99,457.1,50.1,3.74,183.78,0,2.92,0.03,5.36,0.77,25.39,137.7,3.43,17.79,30976.31,1349.25,2462.81,2725.4,667.78,1265.8,1358.26,1471.53,789.86,2108.16,983.25,179.19,1957.69,3153.88,5663.65,1848.69,1618.26,1372.86,71.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.9,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,식약처 영양실태조사('20),식품의약품안전처
D018489,찌개 및 전골류,육류찌개.전골,300.0,163.0,263.0,17.1,5.9,10.5,2.2,0.3,1.7,0.2,0.0,0.0,5.3,82.78,2.25,78.47,151.5,369.93,890.4,1.02,0.17,0.57,45.02,0.0,224.38,0,5.8,0.04,0.09,0.12,0.0,37.3,1.01,1.21,16252.03,705.56,1373.74,1193.04,116.87,754.26,754.38,678.04,433.97,1070.2,574.16,141.16,920.03,1886.38,3157.5,797.03,822.87,872.84,17.93,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.0,1.8,0.1,0.0,2.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,식약처 영양실태조사('20),식품의약품안전처
D018490,찌개 및 전골류,육류찌개.전골,300.0,187.0,261.3,23.7,9.7,1.4,0.1,0.0,0.0,0.1,0.0,0.0,1.4,68.46,1.73,60.78,231.27,528.19,895.64,2.54,0.11,0.55,13.01,0.0,610.69,0,2.68,0.0,0.0,0.38,2.53,29.45,0.98,1.51,18006.48,955.35,1503.5,1600.78,283.93,840.5,776.4,1038.88,618.47,1212.28,374.84,40.64,1165.97,1948.8,3463.52,1052.16,512.02,618.45,48.25,2.1,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.8,0.0,0.0,0.1,2.0,0.1,0.0,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.0,4.0,식약처 영양실태조사('20),식품의약품안전처
